wx,wy,wz,nx,ny,nz,tx,ty,tz,class
7.707,2.443,3.608,-2.358,6.199,6.96,-2.014,8.426,4.494,badminton
7.857,3.449,4.21,-2.546,6.163,7.087,-1.871,8.435,4.456,badminton
7.982,4.391,4.83,-2.849,6.086,7.197,-1.505,8.438,4.45,badminton
7.998,4.928,5.21,-3.317,5.996,7.165,-0.985,8.45,4.527,badminton
7.802,4.845,5.392,-3.861,5.903,7.035,-0.425,8.399,4.798,badminton
7.542,4.318,5.735,-4.317,5.837,6.938,0.03,8.288,5.149,badminton
7.574,3.792,6.066,-4.521,5.826,6.88,0.263,8.153,5.537,badminton
8.013,3.748,6.342,-4.523,5.89,6.858,0.229,8.073,5.83,badminton
8.562,4.313,6.695,-4.453,5.965,6.837,-0.073,8.056,5.877,badminton
9.122,5.237,7.355,-4.462,6.047,6.808,-0.472,8.07,5.635,badminton
9.697,6.1,8.041,-4.556,6.111,6.768,-0.942,8.133,5.061,badminton
10.139,6.662,8.502,-4.731,6.158,6.783,-1.525,8.232,4.434,badminton
10.266,6.809,9.069,-5.037,6.111,6.9,-2.03,8.371,4.088,badminton
10.106,6.475,9.749,-4.963,6.043,7.022,-2.27,8.474,3.785,badminton
9.831,5.818,10.253,-5.179,6.001,7.083,-2.178,8.474,3.46,badminton
9.651,5.144,10.752,-5.303,5.995,7.061,-1.812,8.479,3.321,badminton
9.562,4.623,11.279,-5.412,5.995,7.007,-1.517,8.553,3.604,badminton
9.482,4.367,11.651,-5.551,6.395,6.998,-1.609,8.669,4.129,badminton
9.571,4.39,11.638,-5.709,6.199,7.068,-2.099,8.741,4.232,badminton
10.066,4.551,11.366,-5.716,6.276,7.173,-2.585,8.833,3.828,badminton
10.839,4.609,10.973,-5.482,6.276,7.173,-2.747,8.957,3.639,badminton
11.829,4.438,10.488,-5.228,6.129,7.264,-2.605,9.003,3.691,badminton
12.753,4.021,10.017,-5.27,5.909,7.294,-2.205,9.009,3.742,badminton
13.483,3.403,9.565,-5.519,5.74,7.225,-1.635,9.003,3.761,badminton
13.971,2.732,9.194,-5.668,5.596,6.993,-0.948,9.005,3.695,badminton
14.273,2.065,8.88,-5.663,5.62,6.585,-0.221,9.009,3.628,badminton
14.309,1.466,8.501,-5.513,5.825,6.225,0.368,8.981,3.689,badminton
14.201,0.959,8.108,-5.174,6.072,6.045,0.703,8.945,3.91,badminton
13.812,0.524,7.66,-4.408,6.122,5.859,0.776,8.905,4.234,badminton
13.332,0.099,7.004,-3.351,6.102,5.659,0.688,8.871,4.489,badminton
13.075,-0.347,6.256,-2.472,6.255,5.416,0.515,8.844,4.65,badminton
13.121,-0.814,5.608,-2.078,6.498,5.115,0.34,8.782,4.756,badminton
13.297,-1.223,5.077,-2.178,6.954,4.786,0.219,8.663,4.799,badminton
13.348,-1.523,4.573,-2.485,7.599,4.292,0.083,8.52,4.875,badminton
13.114,-1.653,4.043,-2.764,8.32,3.644,-0.184,8.3,4.943,badminton
12.713,-1.591,3.375,-2.837,8.831,2.951,-0.618,8.028,4.845,badminton
12.341,-1.42,2.631,-2.57,8.948,2.17,-1.405,7.882,4.735,badminton
12.069,-1.241,1.794,-2.531,9.075,1.326,-2.559,7.9,4.829,badminton
11.87,-1.063,0.875,-2.711,9.464,0.978,-3.674,8.041,5.164,badminton
11.738,-0.84,-0.032,-3.096,9.456,1.189,-4.409,8.18,5.744,badminton
11.759,-0.503,-0.826,-3.748,9.281,1.771,-4.683,8.278,6.418,badminton
11.811,0.032,-1.487,-4.313,9.544,2.125,-4.398,8.181,6.873,badminton
11.706,0.77,-1.943,-4.29,9.981,2.112,-3.534,7.903,6.968,badminton
11.384,1.577,-2.178,-3.853,10.058,1.866,-2.345,7.511,6.846,badminton
10.873,2.339,-2.252,-3.557,9.762,1.425,-1.156,7.094,6.661,badminton
10.245,3.033,-2.314,-3.437,9.619,0.994,-0.148,6.669,6.51,badminton
9.622,3.705,-2.332,-3.406,9.808,0.615,0.661,6.23,6.402,badminton
9.261,4.363,-2.415,-3.505,10.019,0.243,1.34,5.857,6.384,badminton
9.269,4.919,-2.33,-3.909,10.052,0.153,1.888,5.715,6.42,badminton
9.323,5.368,-2.641,-4.646,9.833,0.49,2.274,5.837,6.5,badminton
9.379,5.818,-2.539,-5.401,9.415,1.172,2.558,6.081,6.679,badminton
9.295,6.248,-2.028,-5.865,8.815,1.943,3.174,6.483,6.826,badminton
9.061,6.542,-1.398,-6.054,8.295,2.485,4.132,7.098,7.065,badminton
8.637,6.692,-0.797,-6.255,8.253,2.926,4.988,7.731,7.402,badminton
8.037,6.792,-0.132,-6.472,8.412,3.298,5.331,8.138,7.549,badminton
7.372,6.949,0.505,-6.591,8.474,3.399,5.078,8.237,7.27,badminton
6.762,7.172,1.111,-6.385,8.459,3.151,4.481,8.193,6.649,badminton
6.44,7.402,1.718,-5.777,8.492,2.673,3.624,8.32,6.035,badminton
6.487,7.584,2.26,-4.981,8.587,2.294,2.512,8.57,5.812,badminton
6.821,7.693,2.672,-4.35,8.509,2.204,1.095,8.792,5.817,badminton
7.271,7.762,3,-4.113,8.013,2.328,-0.564,9.216,6.012,badminton
7.679,7.861,3.413,-4.221,7.311,2.653,-2.496,9.831,6.351,badminton
7.944,7.987,4.027,-4.498,6.762,2.996,-4.375,10.708,6.197,badminton
7.782,8.158,4.676,-4.677,6.51,3.255,-6.011,11.691,5.642,badminton
7.129,8.316,5.272,-4.527,6.444,3.445,-6.855,12.725,5.716,badminton
6.193,8.496,5.714,-4.106,6.381,3.615,-6.112,13.393,6.439,badminton
5.326,8.698,5.897,-3.587,6.27,3.722,-4.343,13.628,6.928,badminton
4.766,8.827,5.862,-3.254,6.2,3.699,-2.636,13.471,6.777,badminton
4.659,8.813,5.716,-3.146,6.24,3.637,-1.647,12.932,6.579,badminton
4.942,8.622,5.636,-3.182,6.359,3.625,-1.126,11.888,6.64,badminton
5.41,8.314,5.599,-3.241,6.443,3.698,-0.479,10.585,6.215,badminton
5.738,8.031,5.543,-3.178,6.469,3.806,0.339,9.582,4.731,badminton
5.734,7.912,5.467,-2.962,6.504,3.923,1.259,9.003,2.646,badminton
5.49,7.91,5.455,-2.631,6.579,4.059,2.052,8.577,1.302,badminton
5.249,7.873,5.505,-2.291,6.674,4.191,2.702,7.991,1.119,badminton
5.144,7.706,5.655,-2.012,6.74,4.313,3.056,7.305,1.629,badminton
5.188,7.532,5.798,-1.876,6.755,4.377,2.939,6.749,2.231,badminton
5.495,7.484,5.702,-1.864,6.755,4.374,2.298,6.479,2.846,badminton
5.612,7.505,5.458,-1.875,6.755,4.353,1.434,6.358,2.84,badminton
5.556,7.479,5.128,-1.906,6.779,4.342,0.526,6.302,2.203,badminton
5.799,7.424,5.053,-1.881,6.802,4.387,-0.405,6.27,1.383,badminton
5.974,7.424,5.352,-1.806,6.784,4.585,-1.256,6.33,0.596,badminton
6.274,8.131,6.043,-1.742,6.73,4.827,-2.034,6.554,0.199,badminton
6.814,7.981,7.205,-1.726,6.712,4.938,-2.781,6.857,0.241,badminton
7.47,8.781,8.902,-1.768,6.695,4.857,-3.384,7.169,0.405,badminton
8.066,9.716,10.74,-1.914,6.715,4.714,-3.783,7.554,0.393,badminton
8.326,10.618,13.105,-2.089,6.743,4.646,-3.662,8.019,0.267,badminton
8.103,11.485,13.058,-2.205,6.785,4.75,-2.869,8.504,0.187,badminton
7.635,12.475,14.805,-2.229,6.785,5,-1.845,8.959,0.357,badminton
7.481,13.661,16.076,-2.167,6.722,5.185,-0.82,9.377,0.706,badminton
7.939,14.813,17.089,-1.95,6.724,5.177,0.141,9.752,0.818,badminton
8.513,15.553,17.893,-1.544,6.891,5.204,1.069,10.089,0.727,badminton
8.244,15.88,18.593,-1.092,7.216,5.277,1.806,10.376,0.625,badminton
8.024,16.239,19.381,-0.773,7.545,5.468,2.204,10.432,0.274,badminton
8.217,16.915,20.073,-0.757,7.769,5.744,2.51,10.36,-0.212,badminton
8.49,17.856,20.589,-1.079,7.785,5.953,2.857,10.315,-0.272,badminton
8.673,18.858,20.776,-1.381,7.745,6.151,3.37,10.172,0.231,badminton
8.94,19.852,21.031,-1.496,7.79,6.495,4.076,9.816,0.456,badminton
9.513,20.868,21.505,-1.463,7.915,6.861,5.024,9.517,0.506,badminton
9.967,21.845,22.266,-1.359,8.127,7.142,5.969,9.315,0.578,badminton
10.074,22.801,22.313,-1.246,8.406,7.221,6.516,9.245,0.475,badminton
10.811,23.078,19.85,-1.053,8.655,7.15,6.604,9.354,0.354,badminton
12.282,23.118,15.652,-0.791,8.827,7.062,6.408,9.503,0.255,badminton
14.517,23.764,12.562,-0.615,8.975,6.869,5.826,9.494,-0.334,badminton
17.965,24.296,10.149,-0.613,9.159,6.604,4.926,9.347,-1.092,badminton
21.616,24.201,7.769,-0.691,9.379,6.387,3.602,9.203,-1.763,badminton
22.986,23.491,5.546,-0.775,9.578,6.321,2,9.27,-2.06,badminton
21.221,22.383,3.582,-0.801,9.592,6.406,0.582,9.517,-1.97,badminton
18.334,21.318,2.29,-0.661,9.416,6.557,-0.833,9.742,-1.799,badminton
15.608,20.737,1.62,-0.436,9.177,6.656,-1.858,9.931,-1.466,badminton
13.003,20.633,1.115,-0.283,8.946,6.646,-2.23,9.95,-0.972,badminton
10.028,20.979,-0.13,-0.273,8.705,6.524,-1.59,9.838,-0.104,badminton
6.705,21.817,-2.975,-0.435,8.532,6.346,-0.174,9.566,0.613,badminton
3.496,23.178,-7.019,-0.706,8.484,6.135,1.618,9.134,0.83,badminton
1.18,24.433,-11.19,-0.989,8.594,5.902,3.261,8.545,1.226,badminton
0.609,24.981,-13.607,-1.233,8.763,5.64,4.125,7.784,1.464,badminton
1.761,24.491,-14.216,-1.438,8.936,5.386,3.819,6.761,0.924,badminton
3.601,23.156,-14.029,-1.56,9.057,5.218,2.594,5.586,-0.168,badminton
4.83,21.652,-13.464,-1.526,9.049,5.083,1.18,4.36,-0.377,badminton
4.433,20.141,-13.892,-1.367,8.917,4.975,1.077,3.27,0.244,badminton
3.363,18.178,-15.72,-1.197,8.68,4.906,-0.84,2.642,1.422,badminton
3.755,16.279,-18.586,-1.058,8.386,4.786,-3.001,2.642,2.757,badminton
7.711,11.491,-17.905,-0.995,8.213,4.62,-5.102,3.616,3.926,badminton
11.139,5.075,-0.851,-1.016,8.217,4.506,-6.521,3.54,4.843,badminton
6.492,1.815,5.868,-1.172,8.295,4.439,-6.998,5.104,5.763,badminton
0.802,0.34,6.262,-1.367,8.341,4.334,-7.136,6.942,6.618,badminton
-3.652,0.028,6.414,-1.507,8.339,4.179,-7.535,8.674,7.23,badminton
-6.242,0.09,5.012,-1.554,8.344,4.019,-8.096,10.099,7.304,badminton
-5.703,-0.077,2.684,-1.522,8.302,3.925,-8.083,11.139,7.315,badminton
-2.349,-0.645,0.157,-1.437,8.161,3.901,-7.096,11.568,6.516,badminton
1.223,-1.29,-2.358,-1.32,8.023,3.956,-5.188,11.376,5.526,badminton
3.456,-1.703,-4.474,-1.198,7.944,4.047,-3.754,11.376,5.807,badminton
3.98,-1.818,-6.158,-1.097,7.928,4.162,-4.043,12.204,8.521,badminton
3.408,-2.028,-7.526,-1.058,7.9,4.276,-5.296,13.879,13.333,badminton
2.236,-2.64,-8.158,-1.075,7.888,4.288,-6.485,15.249,17.494,badminton
0.808,-3.502,-7.606,-1.109,7.891,4.266,-5.861,14.757,18.006,badminton
-0.645,-4.677,-6.169,-1.119,7.919,4.243,-3.166,12.249,14.593,badminton
-1.857,-5.881,-4.366,-1.115,7.914,4.284,0.174,8.469,7.438,badminton
-2.433,-6.715,-2.757,-1.085,7.892,4.361,3.64,4.317,-0.407,badminton
-2.072,-7.12,-1.439,-1.021,7.888,4.433,5.195,0.903,-2.624,badminton
-1.086,-6.865,-0.175,-0.954,7.92,4.511,3.597,0.903,-2.624,badminton
-0.122,-6.239,0.867,-0.949,7.925,4.597,0.437,1.962,0.381,badminton
0.772,-5.703,1.639,-0.949,7.878,4.676,-2.855,4.314,3.135,badminton
1.735,-5.345,2.277,-0.989,7.822,4.694,-5.901,8.06,4.44,badminton
2.799,-5.132,3.135,-1.022,7.804,4.682,-7.499,12.234,4.359,badminton
3.737,-4.974,3.858,-1.026,7.804,4.697,-6.887,15.024,4.859,badminton
4.3,-4.769,4.482,-1.001,7.815,4.739,-4.393,15.159,6.001,badminton
4.374,-4.499,5.015,-0.922,7.836,4.773,-1.477,13.094,5.874,badminton
4.003,-4.156,5.349,-0.831,7.885,4.826,1.154,10.236,4.906,badminton
3.685,-3.76,5.616,-0.776,7.954,4.826,2.537,7.628,3.892,badminton
3.759,-3.387,5.891,-0.743,8.035,5.204,1.955,6.211,2.907,badminton
3.915,-3.079,6.029,-0.743,8.064,4.998,0.192,6.371,2.334,badminton
4.032,-2.81,6.299,-0.754,8.037,5.098,-1.543,7.488,2.186,badminton
4.196,-2.587,6.639,-0.757,8.015,5.154,-3.157,8.796,2.072,badminton
4.371,-2.428,6.87,-0.798,7.999,5.133,-4.889,9.978,2.11,badminton
4.46,-2.215,7.045,-0.889,8.009,5.094,-6.6,10.879,2.163,badminton
4.617,-1.918,7.27,-0.911,8.043,5.097,-7.809,11.362,2.201,badminton
4.847,-1.63,7.512,-0.848,8.068,5.09,-8.024,11.153,2.194,badminton
5.131,-1.414,7.683,-0.804,8.15,5.061,-7.247,10.339,2.116,badminton
5.326,-1.237,7.638,-0.778,8.252,5.103,-5.991,9.432,1.974,badminton
5.368,-1.035,7.614,-0.755,8.344,5.185,-4.651,8.893,1.956,badminton
5.324,-0.802,7.781,-0.636,8.351,5.291,-3.427,8.771,1.97,badminton
5.29,-0.622,8.033,-0.481,8.364,5.382,-2.409,8.85,1.797,badminton
5.357,-0.564,8.322,-0.415,8.389,5.486,-1.648,8.981,1.875,badminton
5.435,-0.597,8.522,-0.462,8.471,5.525,-1.298,9.012,2.121,badminton
5.466,-0.66,8.618,-0.632,8.598,5.485,-1.458,9.097,2.292,badminton
5.559,-0.699,8.622,-0.632,8.598,5.485,-1.97,9.3,2.368,badminton
5.771,-0.658,8.544,-0.48,8.535,5.454,-2.512,9.543,2.434,badminton
6.075,-0.442,8.383,-0.48,8.535,5.454,-2.769,9.683,2.467,badminton
6.324,-0.11,8.151,-0.431,8.505,5.461,-2.714,9.641,2.37,badminton
6.396,0.262,7.997,-0.486,8.487,5.47,-2.393,9.455,2.286,badminton
6.3,0.518,7.971,-0.657,8.424,5.561,-1.943,9.136,2.382,badminton
6.074,0.573,7.851,-0.826,8.334,5.659,-1.639,8.908,2.587,badminton
5.823,0.543,7.617,-0.923,8.273,5.731,-1.391,8.83,2.711,badminton
5.673,0.595,7.517,-0.942,8.276,5.765,-1.126,8.926,2.72,badminton
5.641,0.769,7.379,-0.911,8.282,5.801,-0.826,9.112,2.629,badminton
5.643,1.149,7.087,-0.862,8.266,5.774,-0.468,9.306,2.492,badminton
5.735,1.647,6.822,-0.819,8.228,5.727,0.017,9.425,2.464,badminton
5.8,2.122,6.554,-0.798,8.181,5.709,0.447,9.418,2.58,badminton
5.769,2.444,6.164,-0.834,8.134,5.735,0.62,9.358,2.879,badminton
5.528,2.555,5.508,-0.874,8.13,5.76,0.369,9.307,3.36,badminton
5.197,2.504,4.835,-0.856,8.146,5.782,-0.198,9.208,3.953,badminton
5.052,2.398,4.359,-0.781,8.131,5.81,-0.763,9.116,4.537,badminton
5.264,2.297,4.12,-0.761,8.08,5.851,-1.292,8.959,5.101,badminton
5.862,2.338,4.089,-0.844,8.006,5.924,-1.873,8.712,5.642,badminton
6.744,2.523,4.192,-0.973,7.918,5.989,-2.468,8.328,6.231,badminton
7.574,2.795,4.475,-1.087,7.839,6.018,-3.004,7.919,6.687,badminton
7.97,3.047,4.843,-1.15,7.83,6.012,-3.27,7.688,6.776,badminton
7.654,3.13,5.01,-1.161,7.835,6.012,-3.023,7.791,6.553,badminton
6.819,2.98,4.869,-1.064,7.792,6.014,-2.288,8.112,5.886,badminton
6.012,2.644,4.596,-0.929,7.746,6.018,-1.393,8.571,5.154,badminton
5.71,2.301,4.266,-0.821,7.725,6.035,-0.634,9.129,4.758,badminton
5.996,2.11,3.742,-0.751,7.701,6.055,-0.207,9.734,4.817,badminton
6.603,2.252,3.349,-0.698,7.664,6.09,-0.061,10.392,5.091,badminton
7.232,2.646,3.39,-0.68,7.606,6.114,-0.245,11.061,5.361,badminton
7.86,3.044,3.639,-0.656,7.544,6.142,-0.624,11.568,5.563,badminton
8.473,3.318,3.955,-0.625,7.524,6.111,-1.064,11.882,5.48,badminton
9.017,3.341,4.195,-0.584,7.514,6.021,-1.488,11.929,5.027,badminton
9.388,3.224,4.417,-0.559,7.502,5.936,-1.762,11.694,4.251,badminton
9.481,3.037,4.424,-0.552,7.481,5.859,-1.896,11.283,3.492,badminton
9.465,2.928,4.231,-0.557,7.435,5.762,-1.919,10.892,2.866,badminton
9.497,2.946,4.101,-0.554,7.417,5.679,-1.755,10.485,2.357,badminton
9.628,3.067,4.158,-0.521,7.381,5.663,-1.215,9.719,2.249,badminton
9.819,3.237,4.363,-0.437,7.323,5.666,-0.575,8.334,2.503,badminton
9.997,3.451,4.642,-0.353,7.282,5.673,-0.214,6.652,2.992,badminton
10.171,3.731,4.846,-0.303,7.258,5.715,-0.03,5.143,3.619,badminton
10.381,4.149,4.99,-0.328,7.236,5.735,0.413,4.192,4.165,badminton
10.669,4.662,5.167,-0.381,7.247,5.726,1.251,4.098,4.359,badminton
11.025,5.176,5.174,-0.401,7.294,5.716,2.284,4.682,4.347,badminton
11.384,5.583,4.973,-0.423,7.337,5.697,3.209,5.493,4.093,badminton
11.673,5.8,4.757,-0.424,7.384,5.659,3.814,6.237,3.597,badminton
11.826,5.868,4.579,-0.389,7.439,5.649,3.457,6.622,3.185,badminton
11.947,5.914,4.571,-0.308,7.484,5.665,2.406,6.616,3.018,badminton
12.254,6.08,4.733,-0.261,7.518,5.703,1.209,6.5,3.073,badminton
12.052,6.449,4.984,-0.275,7.539,5.722,0.293,6.439,3.282,badminton
12.171,6.925,5.282,-0.29,7.535,5.745,-0.211,6.443,3.524,badminton
12.304,7.305,5.411,-0.26,7.537,5.774,-0.405,6.557,3.715,badminton
12.468,7.305,5.411,-0.221,7.518,5.784,-0.339,6.705,3.831,badminton
12.535,7.482,5.404,-0.207,7.456,5.778,-0.086,6.9,3.95,badminton
12.413,7.521,5.296,-0.213,7.399,5.768,0.299,7.155,4.077,badminton
12.147,7.527,5.116,-0.248,7.356,5.728,0.84,7.478,4.136,badminton
11.886,7.579,4.791,-0.308,7.304,5.69,1.482,7.843,4.147,badminton
11.679,7.737,4.359,-0.371,7.251,5.696,2.174,8.156,4.271,badminton
11.423,8.016,4.037,-0.417,7.201,5.728,2.75,8.289,4.366,badminton
11.003,8.325,3.727,-0.479,7.102,5.78,3.132,8.243,4.307,badminton
10.475,8.589,3.22,-0.504,7.032,5.824,3.327,8.076,4.168,badminton
10.117,8.93,2.784,-0.54,6.977,5.799,3.357,7.786,4.028,badminton
10.017,9.407,2.671,-0.603,6.985,5.693,3.135,7.434,4.039,badminton
10.11,9.861,2.594,-0.669,6.997,5.505,2.86,7.088,4.28,badminton
10.293,10.266,2.344,-0.607,7.025,5.301,2.717,6.73,4.785,badminton
10.344,10.384,2.327,-0.405,7.098,5.121,2.682,6.413,5.586,badminton
10.181,10.226,2.291,-0.156,7.172,4.986,2.83,6.147,7.029,badminton
9.665,10.027,2.078,0.013,7.253,4.841,3.078,5.806,8.871,badminton
8.747,10.64,1.666,0.128,7.354,4.729,3.226,5.412,9.913,badminton
8.747,10.64,1.666,0.212,7.47,4.735,2.96,5.185,9.829,badminton
8.905,11.182,1.514,0.238,7.648,4.863,2.028,5.356,9.104,badminton
9.269,11.595,1.487,0.253,7.813,5.017,0.702,6.172,7.903,badminton
9.515,11.807,1.507,0.245,8.082,5.155,-0.23,7.55,7.232,badminton
9.47,11.789,1.505,0.322,8.408,5.302,-0.238,8.712,7.882,badminton
9.17,11.683,1.486,0.468,8.751,5.455,-0.016,9.625,8.056,badminton
8.672,11.721,1.66,0.633,9.067,5.614,-0.433,10.449,6.984,badminton
8.144,12.019,1.93,0.765,9.298,5.764,-1.162,11.313,5.977,badminton
7.823,12.435,2.083,0.722,9.481,5.909,-1.785,12.13,5.959,badminton
7.927,12.663,2.095,0.435,9.703,6.06,-1.693,12.801,5.928,badminton
8.23,12.579,2.15,0.054,9.899,6.238,-0.778,13.453,4.727,badminton
8.414,12.374,2.231,-0.259,9.985,6.428,-0.175,13.97,2.433,badminton
8.429,12.232,2.306,-0.611,10.02,6.656,0.49,14.03,0.278,badminton
8.315,12.149,2.391,-1.063,10.004,6.863,2.004,13.621,-1.917,badminton
8.157,12.14,2.489,-1.331,9.876,6.989,4.452,13.034,-4.677,badminton
7.964,12.195,2.552,-1.335,9.686,7.046,6.456,12.829,-6.306,badminton
7.852,12.24,2.678,-1.255,9.497,7.123,7.066,13.094,-5.656,badminton
7.963,12.186,2.682,-0.982,9.281,7.175,6.445,13.171,-1.996,badminton
8.277,11.914,2.581,-0.591,9.1,7.08,5.41,12.572,1.217,badminton
8.575,11.394,2.41,-0.351,9.018,6.862,4.231,11.787,-0.113,badminton
8.708,10.74,2.185,-0.267,8.882,6.667,2.776,11.423,-0.828,badminton
8.63,10.008,2.041,-0.365,8.681,6.478,0.788,11.347,0.766,badminton
8.347,9.246,1.961,-0.688,8.559,6.492,-1.478,11.398,1.104,badminton
7.957,8.639,2.151,-1.069,8.502,6.656,-3.522,11.474,-0.262,badminton
7.653,8.147,2.509,-1.271,8.407,6.855,-5.912,11.185,-1.265,badminton
7.535,7.77,2.732,-1.195,8.23,6.902,-8.671,10.305,-1.059,badminton
7.884,7.712,2.887,-0.939,8.062,6.668,-11.876,9.153,0.022,badminton
8.754,7.797,3.084,-0.673,8.025,6.26,-11.771,8.153,0.745,badminton
9.565,7.599,3.326,-0.558,8.016,5.83,-14.024,7.847,1.204,badminton
9.922,6.98,3.724,-0.381,7.869,5.443,-14.462,7.378,1.538,badminton
9.661,6.126,3.955,-0.08,7.629,5.103,-12.322,7.635,1.757,badminton
8.923,5.276,3.978,0.315,7.385,4.785,-8.548,7.732,2.216,badminton
8.223,4.605,3.983,0.675,7.226,4.569,-4.894,7.958,2.522,badminton
8.042,4.14,4.171,0.848,7.116,4.453,-2.078,8.357,2.658,badminton
8.718,3.79,4.186,0.745,7.065,4.378,-0.208,8.964,3.322,badminton
9.936,3.478,4.205,0.376,7.174,4.335,0.753,9.793,3.26,badminton
11.164,3.123,4.294,-0.543,7.361,4.72,0.821,10.648,3.461,badminton
12.036,2.674,4.428,-1.298,7.331,5.701,0.014,11.089,3.463,badminton
12.327,2.161,4.697,-1.656,6.81,6.293,-1.476,10.879,3.333,badminton
11.99,1.577,4.867,-1.742,6.298,6.02,-2.993,10.271,3.013,badminton
11.226,0.855,4.875,-1.288,6.298,5.191,-3.903,9.549,2.497,badminton
10.295,-0.02,4.786,-0.093,6.856,4.545,-3.9,8.85,2.077,badminton
9.461,-0.955,4.483,1.231,6.762,4.526,-3.045,8.206,1.586,badminton
8.996,-1.755,3.893,2.531,7.15,4.542,-1.823,7.785,1.106,badminton
9.213,-2.263,3.297,3.709,7.219,4.848,-0.845,7.781,1.038,badminton
10.145,-2.441,2.936,5.152,6.924,4.933,-0.889,8.334,1.301,badminton
11.332,-2.352,2.786,5.152,6.618,5.228,-1.851,9.12,1.471,badminton
12.179,-2.127,2.846,4.652,6.525,5.228,-3.006,9.884,1.745,badminton
12.322,-1.895,2.85,3.32,6.196,5.404,-3.961,10.482,2.239,badminton
11.812,-1.706,2.573,1.656,6.185,5.306,-4.618,10.781,2.585,badminton
11.229,-1.697,1.938,0.351,6.347,5.169,-4.817,10.71,2.642,badminton
11.012,-2.012,0.983,-0.375,6.5,5.286,-4.337,10.24,2.364,badminton
11.009,-2.64,0.018,-0.771,6.504,5.63,-3.275,9.491,1.939,badminton
11.047,-3.33,-0.745,-1.367,6.43,5.993,-1.887,8.556,1.532,badminton
11.088,-3.841,-1.312,-2.424,6.324,6.457,-0.353,7.445,1.237,badminton
11.029,-4.07,-1.772,-3.728,6.254,6.361,1.045,6.308,1.093,badminton
10.995,-4.073,-2.081,-4.879,6.507,5.954,2.137,5.289,0.929,badminton
11.096,-4.07,-2.298,-5.331,7.07,5.601,2.831,4.577,0.84,badminton
11.193,-4.208,-2.391,-4.575,7.53,5.391,2.707,4.361,1.079,badminton
11.266,-4.462,-2.32,-2.866,7.731,5.313,1.844,4.678,1.475,badminton
11.511,-4.703,-2.48,-0.848,7.745,5.325,0.717,5.403,1.89,badminton
11.912,-4.827,-2.865,0.634,7.767,5.391,-0.207,6.455,2.235,badminton
12.23,-4.894,-3.463,1.185,7.875,5.416,-0.719,7.76,2.531,badminton
12.571,-4.955,-4.059,0.952,8.013,5.473,-0.706,9.024,2.761,badminton
13.028,-5.009,-4.549,0.096,8.052,5.448,-0.141,9.851,3.05,badminton
13.412,-5.011,-4.956,-0.952,8.054,5.252,0.956,10.008,3.524,badminton
13.815,-5.03,-5.233,-1.584,8.248,4.814,2.122,9.744,3.961,badminton
14.389,-5.215,-5.319,-1.551,8.584,4.348,3.217,9.155,4.177,badminton
14.927,-5.647,-5.27,-0.968,8.829,3.974,4.055,8.405,4.175,badminton
15.307,-6.363,-5.114,-0.208,8.959,3.719,4.019,7.685,3.701,badminton
15.482,-7.361,-5.295,0.382,9.073,3.59,2.404,7.5,2.907,badminton
15.518,-8.163,-5.92,0.716,9.181,3.591,0.006,7.896,2.136,badminton
15.823,-8.42,-6.993,0.812,9.193,3.622,-2.351,8.548,1.897,badminton
16.732,-8.341,-8.507,0.688,9.078,3.687,-4.337,9.11,2.529,badminton
18.361,-7.969,-10.224,0.412,8.935,3.864,-6.243,9.391,3.818,badminton
20.572,-7.22,-12.137,0.017,8.781,4.096,-8.11,9.268,5.243,badminton
23.033,-6.272,-13.616,-0.368,8.628,4.288,-9.651,8.742,6.235,badminton
24.661,-4.696,-14.477,-0.681,8.582,4.378,-10.145,7.824,6.306,badminton
25.262,-1.816,-14.805,-0.885,8.592,4.393,-9.11,6.638,5.831,badminton
25.628,1.533,-15.317,-0.909,8.662,4.401,-7.275,5.272,5.478,badminton
25.654,4.343,-15.738,-0.739,8.783,4.416,-5.602,3.909,5.4,badminton
25.848,6.7,-16.127,-0.418,8.837,4.532,-4.518,3.078,5.267,badminton
26.777,8.874,-16.357,-0.113,8.786,4.695,-4.135,3.382,5.631,badminton
28.217,10.657,-15.732,-0.016,8.699,4.809,-4.27,5.017,7.363,badminton
28.821,12.018,-13.833,-0.121,8.595,4.905,-4.852,7.557,10.924,badminton
27.892,13.446,-11.63,-0.245,8.484,4.961,-6.017,9.856,15.1,badminton
26.679,15.631,-9.947,-0.365,8.422,4.938,-6.686,10.886,16.15,badminton
26.318,18.65,-8.691,-0.506,8.504,4.928,-5.878,10.402,13.252,badminton
26.568,22.391,-7.629,-0.731,8.611,5.023,-4.555,8.797,8.96,badminton
27.108,27.041,-7.288,-0.915,8.662,5.14,-3.42,6.653,5.441,badminton
26.914,32.147,-7.669,-0.906,8.644,5.24,-2.781,4.633,3.836,badminton
26.203,35.684,-8.212,-0.74,8.613,5.283,-2.951,3.466,4.424,badminton
24.797,37.452,-8.266,-0.536,8.59,5.296,-3.461,3.328,5.65,badminton
23.413,38.337,-8.959,-0.395,8.537,5.34,-3.649,4.044,6.185,badminton
22.272,38.78,-9.626,-0.351,8.498,5.409,-3.456,5.288,5.771,badminton
20.838,39,-9.534,-0.419,8.481,5.491,-3.199,6.6,5.047,badminton
19.453,39.112,-9.163,-0.564,8.491,5.565,-3.123,7.599,4.754,badminton
